ListingCreationDate,Term,LoanStatus,ClosedDate,BorrowerAPR,BorrowerRate,LenderYield,ProsperRating (Alpha),ProsperScore,ListingCategory (numeric),BorrowerState,Occupation,EmploymentStatus,AmountDelinquent,StatedMonthlyIncome,LoanCurrentDaysDelinquent,LoanOriginalAmount,LoanOriginationDate,LoanOriginationQuarter,MonthlyLoanPayment,LP_InterestandFees,Investors
2010-02-15 12:53:31.610000000,36,Chargedoff,26-08-2011 0.00,0.34915,0.325,0.315,D,7,2,NY,Architect,Full-time,0,8083.333333,1049,8000,26-02-2010 0.00,Q1 2010,350.66,2682.84,62
2012-03-15 20:09:59.610000000,60,Completed,01-05-2013 0.00,0.35838,0.3304,0.3204,E,3,1,MI,Computer Programmer,Employed,0,7083.333333,0,4000,19-03-2012 0.00,Q1 2012,136.98,1361.86,21
2012-07-11 12:09:43.963000000,12,Completed,18-07-2013 0.00,0.17969,0.1224,0.1124,B,8,1,CA,Executive,Employed,0,8333.333333,0,6950,18-07-2012 0.00,Q3 2012,618.28,471.24,12
2014-02-12 09:07:05.583000000,60,Current,,0.18222,0.1585,0.1485,C,6,1,NV,Other,Employed,0,6833.333333,0,15000,14-02-2014 0.00,Q1 2014,363.58,0,100
2007-10-18 08:07:36.977000000,36,Completed,30-10-2010 0.00,0.26762,0.26,0.25,,,0,IL,Other,Full-time,0,1333.333333,0,7000,30-10-2007 0.00,Q4 2007,282.03,3160.55,96
2010-02-16 23:31:46.760000000,36,Completed,26-02-2013 0.00,0.10645,0.103,0.093,AA,8,1,ID,Engineer - Chemical,Full-time,0,8750,0,20000,26-02-2010 0.00,Q1 2010,648.16,3325.61,685
2007-11-28 22:15:18.317000000,36,Completed,11-12-2010 0.00,0.13202,0.125,0.115,,,0,NJ,Computer Programmer,Full-time,0,8333.333333,0,16000,11-12-2007 0.00,Q4 2007,462.43,3297.2,360
2014-01-30 10:07:43.223000000,36,Current,,0.0903,0.0769,0.0669,AA,8,1,IL,Other,Other,0,4083.333333,0,10000,12-02-2014 0.00,Q1 2014,311.94,0,1
2011-10-17 12:28:39.997000000,36,Completed,09-05-2013 0.00,0.1322,0.111,0.101,A,8,1,IL,Computer Programmer,Full-time,0,6083.333333,0,10000,14-11-2011 0.00,Q4 2011,327.86,1134.73,131
2010-08-24 16:51:30.693000000,36,Completed,08-11-2011 0.00,0.38058,0.3435,0.3335,E,5,1,AZ,Professional,Employed,0,4333.333333,0,7500,10-09-2010 0.00,Q3 2010,336.52,2395.8,235
2013-08-24 04:58:54.307000000,36,Current,,0.34752,0.3075,0.2975,HR,2,7,SC,Food Service,Employed,0,4437.916667,0,4000,16-10-2013 0.00,Q4 2013,171.45,403.69,32
2012-09-18 13:33:12.273000000,36,Current,,0.24758,0.2099,0.1999,C,7,13,OH,Other,Employed,0,3500,0,2000,25-09-2012 0.00,Q3 2012,75.34,490.15,23
2012-12-31 23:23:52.907000000,36,Current,,0.22712,0.1899,0.1799,C,6,6,CA,Doctor,Employed,0,7333.333333,0,7000,08-01-2013 0.00,Q1 2013,256.56,1074.47,94
2013-05-16 19:43:43.153000000,36,Defaulted,21-02-2014 0.00,0.35356,0.3134,0.3034,HR,3,13,GA,Other,Other,221,1061,136,4000,22-05-2013 0.00,Q2 2013,172.76,398.3,50
2013-06-06 06:52:19.640000000,36,Completed,04-02-2014 0.00,0.25013,0.2124,0.2024,C,8,1,WV,Construction,Employed,0,10000,0,9000,14-08-2013 0.00,Q3 2013,340.19,868.58,98
2008-01-18 15:07:50.917000000,36,Completed,23-09-2009 0.00,0.24264,0.22,0.21,,,4,IL,Other,Full-time,13495,5865,0,1000,04-02-2008 0.00,Q1 2008,38.19,237.22,55
2010-10-19 11:36:11.130000000,36,Completed,28-10-2013 0.00,0.13271,0.1115,0.1015,A,9,1,TN,Analyst,Employed,0,6666.666667,0,10000,28-10-2010 0.00,Q4 2010,328.1,1813.56,292
2008-06-10 23:21:11.103000000,36,Chargedoff,19-10-2009 0.00,0.15934,0.1522,0.1422,,,3,CA,Executive,Full-time,0,10958.33333,1726,25000,18-06-2008 0.00,Q2 2008,869.33,3084.53,347
2012-05-02 18:40:47.473000000,36,Chargedoff,19-06-2013 0.00,0.28851,0.2499,0.2399,D,5,7,ID,Other,Employed,0,2916.666667,386,15000,17-05-2012 0.00,Q2 2012,596.32,2343.79,284
2009-10-30 18:13:22.503000000,36,Completed,25-10-2010 0.00,0.36438,0.34,0.33,C,9,1,OH,Administrative Assistant,Full-time,0,2750,0,2500,09-11-2009 0.00,Q4 2009,111.68,737.37,30
2013-03-14 19:07:37.320000000,36,Current,,0.22712,0.1899,0.1799,C,4,18,WA,Chemist,Employed,0,7916.666667,0,3500,20-03-2013 0.00,Q1 2013,128.28,546.84,4
2008-05-02 13:38:13.217000000,36,Completed,13-05-2011 0.00,0.12382,0.1098,0.0998,,,1,CA,Student - College Senior,Part-time,0,666.666667,0,2100,13-05-2008 0.00,Q2 2008,68.73,375.09,48
2011-03-10 20:31:52.703000000,36,Chargedoff,18-01-2013 0.00,0.35643,0.3199,0.3099,E,5,1,NV,Other,Employed,0,11429.58333,538,7500,18-03-2011 0.00,Q1 2011,326.62,3134.05,80
2008-09-22 12:13:00.897000000,36,Completed,31-12-2010 0.00,0.23748,0.23,0.22,,,3,VA,Principal,Self-employed,0,9166.666667,0,18000,08-10-2008 0.00,Q4 2008,696.77,6554.24,228
2012-06-26 05:31:41.677000000,36,Current,,0.14816,0.1199,0.1099,A,7,20,GA,Clerical,Employed,0,2375,0,10000,06-08-2012 0.00,Q3 2012,332.1,1381.59,37
2013-10-08 10:12:34.477000000,36,Current,,0.18837,0.152,0.142,B,8,1,PA,Laborer,Employed,0,5666.666667,0,3000,15-10-2013 0.00,Q4 2013,104.29,147.1507,1
2008-08-30 15:17:30.877000000,36,Completed,29-03-2011 0.00,0.08001,0.0629,0.0529,,,7,OK,Other,Self-employed,271,4166.666667,0,1000,09-09-2008 0.00,Q3 2008,30.55,97.13,38
2014-01-10 14:47:11.440000000,60,Current,,0.16969,0.1465,0.1365,B,7,7,VA,Other,Employed,0,10833.33333,0,25000,23-01-2014 0.00,Q1 2014,590.17,301.0258,1
2013-06-06 15:56:51.693000000,60,Current,,0.10878,0.0869,0.0769,AA,10,6,MD,Civil Service,Employed,0,14166.66667,0,3500,17-06-2013 0.00,Q2 2013,72.13,194.46,61
2011-05-07 12:33:39.643000000,60,Current,,0.19422,0.1799,0.1699,B,7,2,OH,Skilled Labor,Employed,0,4000,0,11890,26-05-2011 0.00,Q2 2011,301.86,4753.97,276
2010-11-19 07:35:59.007000000,36,Chargedoff,30-01-2012 0.00,0.30951,0.274,0.264,D,6,3,TN,Executive,Full-time,0,3033.333333,892,7500,30-11-2010 0.00,Q4 2010,307.8,1417.28,224
2012-02-22 07:12:34.750000000,36,Current,,0.11766,0.0899,0.0799,A,8,1,NY,Professional,Employed,0,7083.333333,0,3000,28-02-2012 0.00,Q1 2012,95.39,380.05,62
2012-01-15 14:20:22.153000000,36,Chargedoff,24-08-2013 0.00,0.34577,0.3058,0.2958,E,6,1,TX,Attorney,Employed,4508,6250,320,4000,24-01-2012 0.00,Q1 2012,171.08,1289.12,2
2013-07-23 15:31:14.160000000,60,Current,,0.17522,0.1519,0.1419,B,5,1,GA,Professional,Employed,0,4333.333333,0,7000,21-08-2013 0.00,Q3 2013,167.23,517.8668,1
2007-07-12 09:02:00.977000000,36,Completed,31-08-2010 0.00,0.15713,0.15,0.14,,,0,,Professional,Self-employed,566,9000,0,8000,31-08-2007 0.00,Q3 2007,277.32,1985.58,151
2011-04-22 12:18:48.437000000,36,Chargedoff,03-11-2011 0.00,0.35643,0.3199,0.3099,E,4,3,WA,Other,Employed,0,2666.666667,980,7500,04-05-2011 0.00,Q2 2011,326.62,203.77,42
2013-10-24 13:21:31.607000000,36,Current,,0.20524,0.1685,0.1585,C,3,1,OH,Other,Employed,0,12916.66667,0,5000,23-12-2013 0.00,Q4 2013,177.89,139.2718,1
2007-11-29 16:15:27.480000000,36,Completed,12-04-2009 0.00,0.1019,0.095,0.085,,,0,CA,Sales - Commission,Full-time,0,2166.666667,0,3750,12-12-2007 0.00,Q4 2007,120.12,362.21,119
2013-10-18 08:28:03.610000000,36,Current,,0.22773,0.1905,0.1805,C,4,1,OK,Other,Employed,0,8333.333333,0,25000,16-12-2013 0.00,Q4 2013,917.03,787.6321,1
2013-12-20 18:19:16.913000000,36,Current,,0.13189,0.1039,0.0939,A,7,1,VA,Accountant/CPA,Employed,0,12500,0,20000,31-12-2013 0.00,Q4 2013,649.01,332.13,1
2013-12-04 10:10:37.530000000,36,Current,,0.13189,0.1039,0.0939,A,9,1,WI,Social Worker,Employed,0,5000,0,15000,12-12-2013 0.00,Q4 2013,486.76,261.61,124
2011-10-18 18:10:16.703000000,36,Current,,0.2951,0.2599,0.2499,D,5,3,AL,Sales - Retail,Full-time,0,3000,0,5000,28-10-2011 0.00,Q4 2011,201.43,2112.01,40
2006-06-09 23:50:17.840000000,36,Completed,20-06-2009 0.00,0.1961,0.1888,0.1838,,,0,UT,,,,2708.333333,0,4000,20-06-2006 0.00,Q2 2006,146.38,1255.23,90
2012-09-18 22:05:42.810000000,36,Completed,18-11-2013 0.00,0.35797,0.3177,0.3077,HR,3,2,AR,Truck Driver,Employed,0,5416.666667,0,4000,28-09-2012 0.00,Q3 2012,173.71,1274.22,62
2013-12-29 19:33:13.017000000,36,Current,,0.27776,0.2394,0.2294,D,4,1,TN,Skilled Labor,Employed,0,4750,0,5500,03-01-2014 0.00,Q1 2014,215.61,210.93,2
2011-11-17 19:35:52.030000000,36,Completed,31-01-2013 0.00,0.18986,0.1609,0.1509,B,5,1,VA,Administrative Assistant,Employed,0,2884.583333,0,7000,23-11-2011 0.00,Q4 2011,246.41,1136.7,142
2007-02-28 09:40:10.697000000,36,Chargedoff,11-07-2009 0.00,0.13202,0.125,0.12,,,0,,Scientist,Full-time,0,7691,1763,12000,12-03-2007 0.00,Q1 2007,401.44,2101.58,221
2013-10-23 15:22:09.747000000,36,Current,,0.14816,0.1199,0.1099,A,5,1,CA,Medical Technician,Employed,0,5000,0,10000,30-10-2013 0.00,Q4 2013,332.1,380.4951,1
2011-03-20 03:50:58.903000000,36,Current,,0.2951,0.2599,0.2499,D,6,6,FL,Computer Programmer,Employed,0,6750,0,4500,29-03-2011 0.00,Q1 2011,181.28,2035,54
2013-12-23 13:47:35.500000000,36,Current,,0.17151,0.1355,0.1255,B,9,1,CA,Sales - Commission,Employed,0,2203.666667,0,4000,07-01-2014 0.00,Q1 2014,135.84,86.67,1
2007-10-17 09:49:06.373000000,36,Completed,04-12-2007 0.00,0.13694,0.1299,0.1249,,,0,FL,Computer Programmer,Full-time,0,4416.666667,0,20000,30-10-2007 0.00,Q4 2007,673.78,248.48,371
2012-09-01 08:02:00.333000000,36,Current,,0.29107,0.2524,0.2424,D,7,1,NC,Military Enlisted,Employed,0,4333.333333,0,9000,02-10-2012 0.00,Q4 2012,358.98,2673.95,131
2013-11-05 16:02:32.417000000,60,Completed,20-02-2014 0.00,0.22908,0.2045,0.1945,C,4,1,MN,Engineer - Mechanical,Employed,0,5000,0,7000,14-11-2013 0.00,Q4 2013,187.21,379.9,7
2011-08-25 11:32:36.677000000,36,Completed,29-01-2014 0.00,0.202,0.1799,0.1699,B,8,1,SC,Other,Employed,0,3133.333333,0,13500,07-09-2011 0.00,Q3 2011,487.99,3862.1,111
2013-07-17 09:16:48.993000000,60,Completed,22-09-2013 0.00,0.25718,0.2319,0.2219,C,3,1,OK,Doctor,Employed,0,7500,0,10000,22-07-2013 0.00,Q3 2013,283,153.56,17
2013-08-15 07:12:49.410000000,60,Current,,0.18965,0.166,0.156,C,6,1,NJ,Civil Service,Employed,0,4000,0,15000,08-10-2013 0.00,Q4 2013,369.57,818.0381,1
2013-03-10 10:23:58.167000000,60,Current,,0.18136,0.1579,0.1479,B,5,13,CT,Skilled Labor,Employed,0,4166.666667,0,16000,15-03-2013 0.00,Q1 2013,387.31,2199.28,151
2013-05-20 05:57:05.243000000,60,Current,,0.14965,0.1269,0.1169,A,9,1,VA,Doctor,Employed,75,12500,0,10000,23-05-2013 0.00,Q2 2013,225.95,880.52,1
2007-07-04 18:32:01.790000000,36,Chargedoff,09-12-2008 0.00,0.23014,0.2177,0.1977,,,0,,Sales - Retail,Full-time,0,1333.333333,2038,1500,10-07-2007 0.00,Q3 2007,57.11,275.17,20
2014-02-07 07:46:28.160000000,36,Current,,0.18275,0.1465,0.1365,B,4,7,MN,Teacher's Aide,Employed,0,2900,0,10000,19-02-2014 0.00,Q1 2014,344.94,0,1
2012-03-16 08:27:10.850000000,36,Completed,27-09-2013 0.00,0.17359,0.1449,0.1349,B,6,15,WA,Police Officer/Correction Officer,Full-time,29487,3083.333333,0,2500,20-03-2012 0.00,Q1 2012,86.04,438.54,45
2013-11-20 09:11:25.353000000,36,Current,,0.24205,0.2045,0.1945,C,5,7,CT,Skilled Labor,Employed,0,3600,0,3600,25-11-2013 0.00,Q4 2013,134.62,181.71,20
2008-04-14 07:04:05.540000000,36,Completed,13-12-2010 0.00,0.12562,0.1045,0.0945,,,3,CO,Other,Full-time,0,8416.666667,0,4800,30-04-2008 0.00,Q2 2008,155.9,795.91,85
2007-01-06 07:53:07.157000000,36,Chargedoff,17-07-2009 0.00,0.29776,0.29,0.285,,,0,GA,Professional,Not available,,5269.333333,1820,10000,16-01-2007 0.00,Q1 2007,419.06,4736.09,56
2012-09-05 07:10:51.843000000,60,Chargedoff,11-10-2013 0.00,0.27554,0.2498,0.2398,C,7,1,PA,Professional,Employed,0,1916.666667,272,10000,11-09-2012 0.00,Q3 2012,293.4,1681.49,5
2014-02-28 17:44:54.397000000,60,Current,,0.18426,0.1605,0.1505,C,4,1,DC,Executive,Employed,0,5000,0,15000,07-03-2014 0.00,Q1 2014,365.17,0,1
2013-12-12 07:55:06.423000000,36,Current,,0.21648,0.1795,0.1695,C,4,1,NV,,Other,0,2354,0,4000,20-12-2013 0.00,Q4 2013,144.51,118.7229,1
2014-01-14 06:55:23.757000000,36,Current,,0.32446,0.285,0.275,E,2,3,WV,Landscaping,Self-employed,12195,1666.666667,0,4000,27-01-2014 0.00,Q1 2014,166.54,93.6967,1
2013-02-01 07:52:32.933000000,36,Current,,0.09333,0.0799,0.0699,AA,10,20,TX,Other,Full-time,0,10000,0,6000,08-02-2013 0.00,Q1 2013,187.99,412.18,99
2011-12-07 07:55:05.880000000,36,Current,,0.35285,0.3127,0.3027,HR,4,7,FL,Other,Employed,224,3333.333333,0,2500,12-12-2011 0.00,Q4 2011,107.88,1247.85,2
2014-03-06 08:54:42.840000000,60,Current,,0.14528,0.1224,0.1124,B,11,1,NY,Other,Employed,0,13083.33333,0,15000,10-03-2014 0.00,Q1 2014,335.49,0,1
2012-07-24 04:09:36.213000000,60,Current,,0.33297,0.3057,0.2957,E,3,14,OH,Other,Full-time,0,4583.333333,0,7500,27-07-2012 0.00,Q3 2012,245.28,3350.99,11
2008-08-31 09:20:06.190000000,36,Chargedoff,10-12-2010 0.00,0.1921,0.1775,0.1675,,,1,NY,Teacher,Full-time,0,7666.666667,1124,20000,10-09-2008 0.00,Q3 2008,720.54,5400.17,532
2013-05-07 04:01:22.027000000,36,Current,,0.2353,0.1979,0.1879,C,3,1,CT,Other,Employed,0,14625,0,18000,15-05-2013 0.00,Q2 2013,667.02,2464.37,1
2008-03-22 02:31:54.603000000,36,Completed,02-04-2011 0.00,0.37453,0.35,0.34,,,1,CA,Waiter/Waitress,Part-time,0,1625,0,6000,02-04-2008 0.00,Q2 2008,264.92,3777.64,54
2013-12-02 15:25:52.043000000,36,Current,,0.17969,0.1435,0.1335,B,4,1,AL,Other,Employed,0,5458.333333,0,20000,04-12-2013 0.00,Q4 2013,686.96,692.45,1
2008-05-28 10:18:19.957000000,36,Chargedoff,07-03-2009 0.00,0.2325,0.21,0.2,,,1,OR,Administrative Assistant,Full-time,3787,2666.666667,1951,1000,05-06-2008 0.00,Q2 2008,37.68,64.74,37
2013-09-06 11:29:54.470000000,60,Current,,0.21935,0.195,0.185,C,4,1,TX,Other,Employed,4236,10000,0,21000,13-09-2013 0.00,Q3 2013,550.55,1670.2808,1
2013-03-25 16:46:56.513000000,60,Current,,0.17522,0.1519,0.1419,B,4,2,MI,Professional,Employed,0,7500,0,15000,19-04-2013 0.00,Q2 2013,358.35,1810.33,1
2013-10-06 16:06:29.463000000,60,Current,,0.21935,0.195,0.185,C,4,1,IL,Military Enlisted,Employed,0,6416.666667,0,15000,11-10-2013 0.00,Q4 2013,393.25,964.9963,1
2011-02-25 13:46:46.853000000,36,Completed,12-06-2013 0.00,0.22872,0.1949,0.1849,C,6,7,MO,Nurse (RN),Employed,0,6500,0,14584,22-03-2011 0.00,Q1 2011,538.21,4412.68,234
2007-04-22 12:44:10.050000000,36,Completed,24-12-2007 0.00,0.08935,0.0825,0.0775,,,0,NY,Analyst,Full-time,0,8000,0,5000,04-05-2007 0.00,Q2 2007,157.26,192.04,96
2008-03-31 19:19:16.597000000,36,Chargedoff,12-11-2008 0.00,0.24376,0.2211,0.2111,,,1,MT,Skilled Labor,Full-time,0,2083.333333,2068,2500,11-04-2008 0.00,Q2 2008,95.62,91.43,54
2010-01-20 11:13:10.313000000,36,Chargedoff,27-11-2011 0.00,0.2974,0.274,0.264,D,7,1,MD,Other,Full-time,0,5416.666667,956,5000,28-01-2010 0.00,Q1 2010,205.2,1679.32,170
2008-05-08 18:37:44.037000000,36,Defaulted,16-01-2011 0.00,0.17322,0.1515,0.1415,,,1,IL,Other,Full-time,0,2500,287,7000,16-05-2008 0.00,Q2 2008,243.17,1733.94,149
2014-01-06 07:18:54.173000000,60,Current,,0.17327,0.15,0.14,B,11,1,CA,Analyst,Employed,0,8166.666667,0,25000,08-01-2014 0.00,Q1 2014,594.75,308.216,1
2013-02-12 11:17:38.850000000,12,Completed,20-08-2013 0.00,0.17493,0.1177,0.1077,B,7,1,NV,Pilot - Private/Commercial,Employed,0,8500,0,4000,20-02-2013 0.00,Q1 2013,354.96,85.35,72
2012-04-11 09:39:53.360000000,36,Chargedoff,17-10-2012 0.00,0.35797,0.3177,0.3077,HR,4,1,NJ,Other,Other,0,3750,631,4000,17-04-2012 0.00,Q2 2012,173.71,104.45,5
2006-08-08 19:04:32.300000000,36,Defaulted,15-05-2007 0.00,0.15713,0.15,0.1075,,,0,NC,Other,Not available,,4166.666667,221,3035,14-08-2006 0.00,Q3 2006,105.21,106.55,1
2011-03-08 12:20:39.330000000,36,Current,,0.35643,0.3199,0.3099,E,5,7,IN,Other,Other,0,3916.666667,0,5000,18-03-2011 0.00,Q1 2011,217.74,2850.81,90
2013-03-29 09:37:17.933000000,36,Current,,0.30285,0.2639,0.2539,E,3,1,PA,Executive,Employed,0,17500,0,3000,11-04-2013 0.00,Q2 2013,121.5,605.09,1
2010-08-08 14:26:15.410000000,36,Completed,21-06-2011 0.00,0.31053,0.275,0.265,D,6,3,WA,Other,Retired,0,6200,0,5000,24-08-2010 0.00,Q3 2010,205.47,990.79,72
2006-09-28 14:30:37.913000000,36,Completed,20-03-2007 0.00,0.18726,0.18,0.175,,,0,,Professional,Not available,,2154.666667,0,5000,05-10-2006 0.00,Q4 2006,180.76,389.65,115
2006-10-03 18:49:23.817000000,36,Completed,21-05-2007 0.00,0.17671,0.1695,0.1595,,,0,,Engineer - Mechanical,Not available,,6833.333333,0,5000,10-10-2006 0.00,Q4 2006,178.14,467.3,96
2007-04-18 23:34:24.330000000,36,Completed,24-04-2010 0.00,0.18726,0.18,0.17,,,0,CA,Other,Retired,318,4250,0,2700,24-04-2007 0.00,Q2 2007,33.94,832.63,21
2010-05-30 18:37:24.953000000,36,Chargedoff,11-01-2013 0.00,0.24807,0.21,0.2,HR,5,7,OK,Sales - Commission,Full-time,931,2500,545,1000,11-06-2010 0.00,Q2 2010,37.68,325.08,31
2013-10-16 18:52:58.480000000,36,Current,,0.12691,0.099,0.089,A,10,1,CA,Engineer - Electrical,Employed,0,11000,0,19000,08-11-2013 0.00,Q4 2013,612.18,457.4266,1
2013-05-03 18:35:10.347000000,36,Current,,0.19645,0.1599,0.1499,B,5,1,IN,Skilled Labor,Employed,0,5833.333333,0,10000,09-05-2013 0.00,Q2 2013,351.52,1100.55,121
2013-01-29 19:53:44.750000000,36,Current,,0.14348,0.1153,0.1053,A,8,3,NY,Computer Programmer,Employed,0,6250,0,13000,06-02-2013 0.00,Q1 2013,428.87,1297.46,278
2013-12-04 18:13:25.040000000,36,Current,,0.1899,0.1535,0.1435,B,2,1,FL,Other,Self-employed,0,3000,0,8000,11-12-2013 0.00,Q4 2013,278.7,202.9556,1
2012-03-22 10:54:19.730000000,36,Current,,0.35797,0.3177,0.3077,HR,4,8,OH,Other,Employed,184,5166.666667,0,4000,13-04-2012 0.00,Q2 2012,173.71,1836.95,9
2014-01-28 16:30:44.343000000,36,Current,,0.13799,0.1099,0.0999,A,5,1,MN,Nurse (RN),Employed,0,11333.33333,0,12000,06-02-2014 0.00,Q1 2014,392.81,0,1
2011-07-13 06:51:10.357000000,36,Past Due (61-90 days),,0.30532,0.2699,0.2599,D,6,1,MO,Nurse's Aide,Employed,0,2099,75,4500,25-07-2011 0.00,Q3 2011,183.69,1984.18,64
2013-11-07 14:16:58.217000000,36,Current,,0.13301,0.105,0.095,A,10,1,LA,Other,Employed,609,4608.916667,0,13000,19-11-2013 0.00,Q4 2013,422.53,332.0203,1
2013-09-18 10:48:26.357000000,60,Current,,0.25625,0.231,0.221,D,4,7,HI,Retail Management,Employed,0,2666.666667,0,6500,20-09-2013 0.00,Q3 2013,183.61,617.76,37
2013-08-03 11:39:27.603000000,36,Current,,0.19236,0.1559,0.1459,B,4,14,NY,Other,Employed,3358,4333.333333,0,2500,06-08-2013 0.00,Q3 2013,87.39,185.51,16
2010-07-21 15:58:39.747000000,36,Completed,14-11-2011 0.00,0.15355,0.15,0.14,AA,7,2,VA,Pharmacist,Full-time,0,9166.666667,0,15000,28-07-2010 0.00,Q3 2010,519.98,2423.82,201
2013-07-29 16:04:25.227000000,36,Current,,0.27285,0.2346,0.2246,D,4,1,CA,Scientist,Employed,35128,17500,0,8000,08-08-2013 0.00,Q3 2013,311.6,896.4081,1
2013-07-23 10:33:48.463000000,36,Current,,0.13697,0.1089,0.0989,A,8,1,NY,Professional,Employed,0,5833.333333,0,5000,26-07-2013 0.00,Q3 2013,163.43,297.76,90
2013-02-08 10:31:17.373000000,60,Current,,0.11695,0.0949,0.0849,A,10,1,CA,Analyst,Employed,0,6250,0,5000,12-02-2013 0.00,Q1 2013,104.98,438.97,75
2007-03-04 09:35:24.440000000,36,Completed,05-01-2010 0.00,0.13202,0.125,0.11,,,0,,Military Enlisted,Full-time,0,4483.416667,0,4000,13-03-2007 0.00,Q1 2007,133.81,759.75,76
2013-02-27 06:52:13.943000000,60,Current,,0.13227,0.1099,0.0999,A,9,6,MS,Teacher's Aide,Employed,0,5998.083333,0,4200,28-02-2013 0.00,Q1 2013,91.3,428.17,73
2012-07-28 17:45:29.833000000,60,Current,,0.28324,0.2573,0.2473,D,6,1,IL,Other,Employed,0,833.333333,0,2000,22-08-2012 0.00,Q3 2012,59.56,712.35,42
2006-10-27 15:39:19.857000000,36,Completed,11-05-2009 0.00,0.11194,0.105,0.095,,,0,IN,Other,Not available,,1916.666667,0,5000,08-11-2006 0.00,Q4 2006,162.51,782.58,144
2014-02-07 10:42:04.713000000,36,Current,,0.16324,0.1274,0.1174,B,4,1,AR,Sales - Retail,Self-employed,0,6250,0,10000,12-02-2014 0.00,Q1 2014,335.69,0,1
2007-11-14 19:33:38.060000000,36,Completed,29-07-2010 0.00,0.1742,0.167,0.157,,,0,MI,Doctor,Full-time,0,30166.66667,0,5000,21-11-2007 0.00,Q4 2007,177.52,1363.7,57
2010-05-30 17:41:14.430000000,36,Completed,26-07-2011 0.00,0.24822,0.2255,0.2155,C,8,7,GA,Teacher,Full-time,0,5000,0,5000,08-06-2010 0.00,Q2 2010,192.38,1105.95,102
2010-11-04 14:59:54.130000000,36,Completed,13-06-2012 0.00,0.31053,0.275,0.265,D,7,7,MI,Professional,Employed,0,4125,0,3000,16-11-2010 0.00,Q4 2010,123.28,1052.92,79
2013-12-11 16:41:18.153000000,60,Current,,0.25564,0.2304,0.2204,D,4,1,OH,Skilled Labor,Employed,0,3833.333333,0,15000,16-12-2013 0.00,Q4 2013,423.2,575.0415,1
2011-10-24 13:05:13.160000000,36,Completed,16-05-2013 0.00,0.2951,0.2599,0.2499,D,7,1,PA,Other,Employed,0,6250,0,10000,31-10-2011 0.00,Q4 2011,402.85,3270.67,13
2007-12-19 12:41:51.517000000,36,Completed,05-10-2010 0.00,0.1265,0.1195,0.1195,,,3,TX,Accountant/CPA,Part-time,0,792.666667,0,5000,27-12-2007 0.00,Q4 2007,165.95,897.11,146
2010-11-05 14:46:00.163000000,36,Completed,21-04-2011 0.00,0.36783,0.3269,0.3169,HR,1,1,CA,Professional,Employed,0,5916.666667,0,1500,23-11-2010 0.00,Q4 2010,65.91,193.37,27
2009-04-28 14:08:57.100000000,36,Completed,04-11-2010 0.00,0.1717,0.15,0.14,,,1,OH,Food Service,Full-time,0,2166.666667,0,10000,29-04-2010 0.00,Q2 2010,346.65,591.53,220
2014-01-21 14:09:53.997000000,36,Current,,0.21648,0.1795,0.1695,C,3,1,NY,Food Service,Employed,0,3000,0,8500,29-01-2014 0.00,Q1 2014,307.08,125.4,23
2013-10-23 07:03:08.123000000,36,Current,,0.19144,0.155,0.145,B,7,1,MI,Sales - Retail,Employed,0,1958.333333,0,2000,01-11-2013 0.00,Q4 2013,69.82,97.7407,1
2012-08-28 05:06:28.960000000,12,Completed,31-12-2012 0.00,0.18526,0.1279,0.1179,B,4,15,TN,Executive,Full-time,0,5666.666667,0,2000,31-08-2012 0.00,Q3 2012,178.44,50.52,21
2014-01-20 10:51:29.120000000,36,Current,,0.13799,0.1099,0.0999,A,11,1,CA,,Other,0,10833.33333,0,10000,24-01-2014 0.00,Q1 2014,327.34,90.329,1
2008-05-02 20:53:06.250000000,36,Completed,13-05-2011 0.00,0.15629,0.142,0.132,,,4,OR,Engineer - Electrical,Full-time,0,10500,0,5000,13-05-2008 0.00,Q2 2008,168.64,1172.06,93
03-06-2013 9.07,36,Current,,0.3179,0.2786,0.2686,E,2,2,GA,Professional,Employed,0,6666.666667,0,3500,05-06-2013 0.00,Q2 2013,144.51,611.21,66
2006-12-26 01:04:33.120000000,36,Defaulted,02-12-2007 0.00,0.24658,0.2355,0.2005,,,0,WA,Other,Not available,,2583.333333,145,1700,03-01-2007 0.00,Q1 2007,66.29,195.74,30
2007-10-17 14:05:34.433000000,36,Completed,25-11-2008 0.00,0.1973,0.19,0.18,,,0,MO,Other,Full-time,706,3166.666667,0,3500,25-10-2007 0.00,Q4 2007,128.3,146.91,46
2011-05-01 07:47:51.297000000,36,Completed,02-07-2012 0.00,0.35643,0.3199,0.3099,E,7,1,NH,Professional,Employed,70,3500,0,6290,18-05-2011 0.00,Q2 2011,273.9,2011.11,121
2007-11-13 04:47:44.663000000,36,Chargedoff,19-10-2010 0.00,0.23983,0.2248,0.2148,,,0,OH,Other,Full-time,0,4583.333333,1360,2500,19-11-2007 0.00,Q4 2007,96.1,929.06,2
2012-07-28 06:12:09.617000000,36,Current,,0.24758,0.2099,0.1999,C,7,13,NC,Analyst,Employed,0,6041.666667,0,5000,31-07-2012 0.00,Q3 2012,188.35,963.71,48
2013-11-15 15:12:11.190000000,36,Current,,0.20984,0.173,0.163,C,8,14,WI,Truck Driver,Self-employed,0,18333.33333,0,15000,19-11-2013 0.00,Q4 2013,537.03,632.7404,1
